sample_id,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDBI,NDVI,NDWI
RS01_052,1692,788,429,548,358,868,2513,3234,3126,3531,0.597342848777771,-0.2976338863372803,0.7944890856742859,-0.7016875147819519
RS01_053,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
RS01_054,1520.5,659,268,401.5,255.5,730,2407,3279,3149,3439.5,0.6538865566253662,-0.34875252842903137,0.8499045372009277,-0.7738346457481384
RS01_055,1855.5,760,302,460,268.5,672.5,2748,3851.5,3876,4099.5,0.6721311211585999,-0.3525255024433136,0.8704307079315186,-0.7878229022026062
RS01_056,1616,639,215,358,223,661,2494,3371,3263,3684,0.6724756360054016,-0.3375691771507263,0.8720596432685852,-0.8022645711898804
RS01_057,636,317,618,561,427,578,1207,1512,1400,1612,0.6307513117790222,-0.3752455711364746,0.532567024230957,-0.4278429448604584
RS01_058,1736,742,284,502,287,729,2466,3081,3089,3358,0.6126337647438049,-0.28041452169418335,0.8299763202667236,-0.7204121351242065
RS01_059,2054,1015,358,508,387,750,2306,3181,2814,3531,0.46983546018600464,-0.1561216115951538,0.7582005858421326,-0.6941601634025574
RS01_060,1662,695.5,313,428.5,281.5,667,2592.5,3598,3606,3860.5,0.6766244173049927,-0.3690204918384552,0.8551768660545349,-0.7875820994377136
RS01_061,1503.5,623.5,309,470,309,649.5,2247,3167,3039,3307.5,0.6595221757888794,-0.3380297124385834,0.815412163734436,-0.7321174144744873
RS01_062,2024,1184,748,990,886,1153,2558,3247,3020,3604,0.4367269277572632,-0.19746233522891998,0.5463389754295349,-0.5062344074249268
RS01_063,1722.5,700.5,305.5,421,250,671.5,2606,3582.5,3364,3855.5,0.6553081274032593,-0.32271698117256165,0.8616491556167603,-0.7775429487228394
RS01_064,2771.5,1968,1870.5,1795.5,1605,1974.5,3546,4462.5,4334,4692.5,0.37543636560440063,-0.21990007162094116,0.45950496196746826,-0.41414472460746765
RS01_065,1074,438.5,271.5,311.5,194.5,475.5,1761.5,2456,2459,2617,0.6973252892494202,-0.3920181095600128,0.8534011840820312,-0.7751308679580688
RS01_066,1641,621,270,402,231,650,2699,3567,3652,3924,0.7093377113342285,-0.37993577122688293,0.8810198307037354,-0.8016773462295532
RS01_067,1900,835,265,472,312,724,2250,2874,2949,3143,0.5586680769920349,-0.216333270072937,0.808647632598877,-0.7240573167800903
RS01_068,1660,671.5,268.5,406.5,235.5,666,2492,3367,3406,3626.5,0.6706315279006958,-0.34465062618255615,0.8706576824188232,-0.7867540717124939
RS01_069,1879.5,795,325.5,519,319,791.5,2846,3781,3686,4072.5,0.6451684832572937,-0.32458898425102234,0.8406991362571716,-0.753150999546051
RS01_070,1749,725,350,488,326,712,2409,3136,3108,3475,0.6217062473297119,-0.2798023521900177,0.8101339340209961,-0.7285873293876648
RS01_071,1530,668.5,353.5,526,296.5,774.5,2698.5,3579.5,3248,3855.5,0.6586237549781799,-0.3595646619796753,0.8326985239982605,-0.7212506532669067
RS01_072,1582,643.5,274.5,397,242.5,631.5,2378.5,3300.5,3093,3571,0.6555600166320801,-0.3232085704803467,0.8545945286750793,-0.7724928259849548
RS01_073,2424,1178,502,654,506,957,2705,3514,3340,3872,0.47853031754493713,-0.1589174121618271,0.7368694543838501,-0.6725087761878967
RS01_074,1998,857,396,557,374,861,3018,3972,4036,4390,0.6497036814689636,-0.33775272965431213,0.8303855061531067,-0.7574570178985596
RS01_075,1281.5,546,362,416,266.5,615.5,1872.5,2513.5,2355,2680.5,0.6235780715942383,-0.2952014207839966,0.79668128490448,-0.6997473835945129
RS01_076,1760.5,691.5,301,459,283,673.5,2859.5,4055.5,4038,4405.5,0.7075800895690918,-0.39277398586273193,0.8690118193626404,-0.795863926410675
RS01_077,1647,695.5,383.5,501.5,325.5,738.5,2500,3368,3332,3682.5,0.6546244621276855,-0.33842137455940247,0.8220095634460449,-0.7383592128753662
RS01_078,1851,828,312.5,534.5,309,758,2447.5,3342,3468,3594.5,0.6145251393318176,-0.3040045201778412,0.8363780975341797,-0.7329169511795044
RS01_079,2853,2312,2851,2873,2797,3231.5,4032.5,4597.5,4070,4700.5,0.27546223998069763,-0.17579084634780884,0.18537935614585876,-0.17240385711193085
RS01_080,1711,719,267,454,296,724,2390,3191,2872,3467,0.5995544195175171,-0.25332751870155334,0.8131313323974609,-0.7269994020462036
TJ04_033,2071.5,993.5,365,579,498.5,988,2743.5,3703.5,3512,3879.5,0.5589834451675415,-0.25799229741096497,0.7514025568962097,-0.7169396281242371
TJ04_036,2145.5,1236,423.5,572.5,495.5,1017.5,2415.5,3025,2984,3302.5,0.414218008518219,-0.16346623003482819,0.7151889801025391,-0.6780542731285095
TJ04_041,2382,1107.5,344,658.5,470,1054.5,3175,3880,3858,4223,0.5539220571517944,-0.23653845489025116,0.7828096151351929,-0.7084025144577026
TJ04_045,2052,949,457,666,470,988,3270,4321,4120,4529,0.6255671977996826,-0.33506157994270325,0.7952069640159607,-0.7216882705688477
TJ04_047,1844,757,215,372,233,647,2523,3386,3424,3704,0.6378856897354126,-0.2999240756034851,0.8725731372833252,-0.8040041923522949
TJ04_050,1980,925,339,543,322,952,2971,3909,3564,4326,0.5878815054893494,-0.2857142984867096,0.8342769145965576,-0.735573410987854
BCR_001,1997,872,316,593,296,1046,3184,3814,3720,4125,0.6202090382575989,-0.3013818562030792,0.8525896668434143,-0.7250173687934875
BCR_002,2160.5,1006.5,333,565,345.5,996,3019.5,3667.5,3462,4021,0.5495132803916931,-0.2314806580543518,0.8185160756111145,-0.7193940877914429
BCR_003,2802,1602,564,854,539,1572,4069,4746,4596,5045,0.4830590486526489,-0.24249796569347382,0.7900681495666504,-0.6866055130958557
BCR_004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BCR_005,1958,885,336,626,324,1046,2686,3143,3388,3577,0.5857711434364319,-0.2674897015094757,0.8254310488700867,-0.6880916953086853
BCR_006,2451,1353.5,498,761.5,648,1208.5,2572.5,3028,2999,3328,0.3780585825443268,-0.10055045783519745,0.6446394324302673,-0.595000684261322
BCR_007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BCR_008,2283,1081.5,408.5,659,400.5,1080,3139.5,3698,3554,3999,0.5333836674690247,-0.21774885058403015,0.7974459528923035,-0.6871588230133057
BCR_009,2093.5,937.5,285.5,550.5,307,964,3052,3689.5,3682,4275,0.5941119194030762,-0.2750411331653595,0.8460767269134521,-0.7398700714111328
RS02_001,2050,859,256,462,254,848,3031,3735,3528,4101,0.6083884239196777,-0.26496952772140503,0.8656795620918274,-0.7684210538864136
RS02_002,1760.5,771,242,402.5,230,716.5,2583,3188,3051,3429.5,0.5965462923049927,-0.26821157336235046,0.8597988486289978,-0.7669031620025635
RS02_003,1541,723,395.5,569.5,307.5,820.5,2375.5,2841.5,2780,3077.5,0.5872109532356262,-0.28673917055130005,0.8008097410202026,-0.6599492430686951
RS02_004,2319,1105,548.5,765,453,1181.5,3221.5,3837,3874.5,4156.5,0.5561803579330444,-0.2511503994464874,0.7906412482261658,-0.67022305727005
RS02_005,1991,896,370,590,331,904,2880,3548,3648,3803,0.6056337952613831,-0.2938464283943176,0.8336265683174133,-0.7215667963027954
RS02_006,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
RS02_007,2144.5,1032,453.5,750.5,540,1094.5,3014.5,3579,3496,3838.5,0.5441696047782898,-0.23960642516613007,0.732408344745636,-0.646532416343689
RS02_008,2262,1062,418,625,360,973,2926,3555,3364,3935,0.5201084613800049,-0.19587628543376923,0.8066595196723938,-0.6866382360458374
RS02_009,2255,1073,340,582,412,987,2606,3132,3124,3473,0.4886823892593384,-0.16155418753623962,0.766968309879303,-0.6859147548675537
RS02_010,1881.5,849,349,583.5,307.5,1045,2648,3093,3260,3486,0.5867607593536377,-0.2681124210357666,0.8276103734970093,-0.6963704824447632
RS02_011,2299,1043,351,756,341,1192.5,3378.5,3951.5,4016,4269.5,0.5876655578613281,-0.2718923091888428,0.8434702754020691,-0.6831517219543457
RS02_012,2850,1415,376,726,461,1324,3267,4047,4095,4384,0.4863883852958679,-0.17926566302776337,0.7976294755935669,-0.6988176703453064
TJ03_001,1997,872,316,593,296,1046,3184,3814,3720,4125,0.6202090382575989,-0.3013818562030792,0.8525896668434143,-0.7250173687934875
TJ03_002,2081,890,324,574,273,971,3252,3906,3980,4262,0.6344969272613525,-0.31331464648246765,0.8716200590133667,-0.7479138970375061
TJ03_003,2160.5,1006.5,333,565,345.5,996,3019.5,3667.5,3462,4021,0.5495132803916931,-0.2314806580543518,0.8185160756111145,-0.7193940877914429
TJ03_004,2915,1487,651,922,732,1560,3428,3857,3388,4136,0.3899487257003784,-0.07504363358020782,0.6446601748466492,-0.5721578001976013
TJ03_005,2186,987.5,289.5,561.5,304.5,1021.5,3103.5,3755.5,3746,4128.5,0.5827611684799194,-0.2629804313182831,0.8496481776237488,-0.7392919063568115
TJ03_007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
TJ03_008,2758,1698,897,1225,1081.5,1849,3380.5,3845,3798,4162.5,0.3820960819721222,-0.1586333066225052,0.5567168593406677,-0.5122436881065369
TJ03_010,2451,1353.5,498,761.5,648,1208.5,2572.5,3028,2999,3328,0.3780585825443268,-0.10055045783519745,0.6446394324302673,-0.595000684261322
TJ03_012,2236,1076,422,708,427.5,1073.5,3152.5,3771.5,3700,4108.5,0.5494137406349182,-0.2466307282447815,0.7928528189659119,-0.6787658929824829
TJ03_013,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
TJ03_014,2283,1081.5,408.5,659,400.5,1080,3139.5,3698,3554,3999,0.5333836674690247,-0.21774885058403015,0.7974459528923035,-0.6871588230133057
TJ03_015,2093.5,937.5,285.5,550.5,307,964,3052,3689.5,3682,4275,0.5941119194030762,-0.2750411331653595,0.8460767269134521,-0.7398700714111328
TJ03_016,1877,875,345,526,342,930,2717,3471,3100,3807,0.5597484111785889,-0.24573035538196564,0.8012783527374268,-0.7098731398582458
TJ04_003,2713,1538,534,890,912,1599,2624,3163,3392,3265,0.37606489658355713,-0.11122030764818192,0.5762081742286682,-0.5843064188957214
TJ04_004,1949,1059,341,571,437,1504,2608,3278,3336,3580,0.5180887579917908,-0.26244086027145386,0.7683541178703308,-0.7077041268348694
TJ04_005,3285.5,2228.5,1787,1944,2019,2391,3297,3584.5,3540,3841,0.2273554652929306,-0.03728664666414261,0.27361035346984863,-0.2910284399986267
TJ04_006,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
TJ04_010,2264,1145.5,443,755.5,453.5,1193.5,3002,3651,3702,3983,0.5273852348327637,-0.24103251099586487,0.7817350625991821,-0.6610207557678223
TJ04_012,1257,577,275,445,486,695,1559,2060,1090,2175,0.30773845314979553,0.07115466892719269,0.3832487165927887,-0.42019543051719666
TJ04_013,1765,851,1290,1156,876.5,1210.5,2542,3129,3388,3512,0.5984902381896973,-0.31496214866638184,0.5889318585395813,-0.4911971688270569
TJ04_014,2310,1060,389,628,385,1156,3679,4448,4316,4745,0.605654776096344,-0.3027467429637909,0.8362050652503967,-0.745954692363739
TJ04_015,2030,886,494,703,404.5,1156.5,3088.5,3807,3706,4254,0.6141114830970764,-0.29218968749046326,0.8031869530677795,-0.6811068058013916
TJ04_029,3559.5,2218.5,679,1030,1181.5,1679.5,2834.5,3224,3149,3522.5,0.17335817217826843,0.061191026121377945,0.4543355405330658,-0.5070590972900391
TJ04_034,1355,579,396,525,310,761,2215,2844,3256,3329,0.6980443000793457,-0.4122749865055084,0.8261357545852661,-0.7222957015037537
TJ04_038,1612,701,295,506,284,779,2420,3095,3468,3513,0.6637083292007446,-0.3653543293476105,0.8486140966415405,-0.7453447580337524
TJ04_039,1890,904,338,496,327.5,756.5,2386.5,3068,3057,3432.5,0.5435495972633362,-0.23590055108070374,0.8064706921577454,-0.7207993268966675
TJ04_044,1560.5,823.5,676.5,900.5,652,1151.5,2603.5,3160.5,3254,3436.5,0.5960760116577148,-0.3517499268054962,0.6661546230316162,-0.5664941668510437
TJ04_049,1999,895,354,625,356,1014,3218,3986,4028,4385,0.636400580406189,-0.3366517424583435,0.8375912308692932,-0.731356143951416
TJ04_053,2009,901,202,403,279,822,2177,2657,2814,2998,0.5149394273757935,-0.16690856218338013,0.8195926547050476,-0.749455988407135
TJ04_055,2227,1126,318.5,652,339.5,1144.5,3345.5,3919.5,4098,4164,0.56891268491745,-0.2958102822303772,0.846985936164856,-0.7254737019538879
TJ04_056,1428,596,280,465,254,759,2288,2961,3062,3320,0.6741388440132141,-0.36391982436180115,0.8468033671379089,-0.7363198399543762
TJ04_058,2568,1383,638,929,1142,1450,2459,2923,2788,3227,0.3368496894836426,-0.04107543081045151,0.4188295304775238,-0.5001345276832581
TJ04_059,1163.5,556.5,244,348,281.5,599,1721.5,2271,2345,2571.5,0.6164053082466125,-0.33675360679626465,0.7856463193893433,-0.7415521740913391
TJ04_063,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
TJ04_064,1608.5,654,283.5,459.5,232.5,805,2611.5,3394,3462,3785,0.6822157502174377,-0.3655458092689514,0.8741372227668762,-0.7656509280204773
TJ04_067,1295.5,537.5,313,468.5,330.5,879,2197.5,2631.5,2417,3102.5,0.6361482739448547,-0.30208754539489746,0.7594176530838013,-0.6752729415893555
