sample_id,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDBI,NDVI,NDWI
RS04_013,3060,2387.5,1027,1217,1376,1627,2082,2234,2027,2499.5,-0.08166269958019257,0.2030666470527649,0.19130179286003113,-0.24969173967838287
RS04_014,2321.5,1241,497,833,647.5,1333,2827,3183.5,2693,3591.5,0.3690899908542633,-0.07408515363931656,0.6123334765434265,-0.5275099277496338
RS04_015,2931.5,1898,770,938,911,1468.5,2373,2763,2672,3055.5,0.16936542093753815,0.046310342848300934,0.491487592458725,-0.4803324043750763
RS04_016,3866,2458,891,1226,1284,2046,3198,3549,3629,3805,0.19237719476222992,0.03162107989192009,0.4773051142692566,-0.4949536621570587
RS04_017,2737.5,2017,961,1136,1236,1657.5,2275.5,2600.5,2795,2784.5,0.16167913377285004,-0.010393131524324417,0.3867526650428772,-0.4220300316810608
RS04_018,1966,1204,868.5,1171,1375,1712.5,2024,2173.5,2123,2238.5,0.276224821805954,-0.03839569538831711,0.21383647620677948,-0.28901031613349915
RS04_019,2596,1435,840,1281,1242,1859.5,3052,3458.5,3362.5,3476.5,0.40177175402641296,-0.12863975763320923,0.4605277478694916,-0.448261022567749
RS04_020,2833,1471,487,773,544,1510,3107,3716,3684,4081,0.4292919635772705,-0.1305815577507019,0.7426679134368896,-0.6531299352645874
RS04_021,2749.5,1883.5,553.5,761.5,809.5,1395.5,2258.5,2785.5,2298,3021.5,0.09912710636854172,0.08945022523403168,0.4790024161338806,-0.5022062659263611
RS04_022,5045.5,4106,6200,5870,5550,6128,6084,6179,6048,6225.5,0.19125467538833618,-0.09036823362112045,0.042938437312841415,-0.014935391955077648
RS04_023,3577.5,2756.5,1636,1838.5,1800,2438.5,3489,3952.5,3632,4257.5,0.13704311847686768,-0.0075594703666865826,0.3372606635093689,-0.3278493881225586
RS04_024,2783.5,1684,453,677.5,733,1270,2136,2448.5,2403,2803.5,0.1759236603975296,0.0733635425567627,0.5325255393981934,-0.5601363182067871
RS04_025,3072,1766.5,527.5,804,715.5,1387.5,2697,3183.5,3163,3629,0.2832944393157959,-0.014595028012990952,0.6310429573059082,-0.5946559309959412
RS04_026,2001.5,1255.5,463.5,635,770,1237,1631,1857.5,1716,2134.5,0.15497224032878876,0.0767989233136177,0.38053098320961,-0.45980432629585266
RS04_027,3062,1878,672,1010,1000,1592,3550,4672,4584,5144,0.41875579953193665,-0.19905832409858704,0.6418337821960449,-0.6388988494873047
RS04_028,2165,1081,406,658,500,1113,2707,3363,3176,3668,0.4921306073665619,-0.189290389418602,0.7279651761054993,-0.6567553281784058
RS04_029,3589,2002,690,1136,838,1796,3511,4166,4052,4521,0.33861908316612244,-0.060594163835048676,0.6572597026824951,-0.5620663166046143
RS04_030,2603,1572,685.5,893,846.5,1539.5,2867.5,3267,3260,3556,0.34933775663375854,-0.11205866932868958,0.5877267718315125,-0.5699494481086731
RS04_031,1185,572,438,724,420,842,1733,1611,2502,2104,0.6278464794158936,-0.3572009801864624,0.7125256657600403,-0.551146924495697
RS04_032,777,391.5,453.5,587,403.5,858.5,2116.5,2507.5,2654.5,2662,0.7429415583610535,-0.5471368432044983,0.7361020445823669,-0.6378219723701477
RS04_033,3062,2100,1286,1534,1628,2020,3074,3429,3144,3674,0.19908466935157776,-0.01321301981806755,0.3176864981651306,-0.3441641628742218
RS04_034,2425,1293,481,687,626,1106,2536,3085,2587,3276,0.33350515365600586,-0.03232242539525032,0.6103330254554749,-0.5803298950195312
RS04_035,2217,1165,399,604,524,1212,2719,3255,3056,3663,0.4479981064796448,-0.15911245346069336,0.7072625756263733,-0.6699453592300415
RS04_036,4174,2740.5,2638,2775,2589,3336,4664,5047.5,4904,5320,0.2830139398574829,-0.08041419088840485,0.30895501375198364,-0.27724963426589966
RS04_037,2631.5,1460,506.5,699.5,671,1469,2736.5,3177,2721,3429.5,0.30160248279571533,-0.01672115921974182,0.604363203048706,-0.5909954905509949
RS04_038,3077,1785,792,1034,955,1531,2834,3251,3268,3758,0.293489009141922,-0.0301024429500103,0.54771488904953,-0.5192933678627014
RS04_039,2072,1172,636,813,922,1160,2063,2725,2460,3004,0.35462555289268494,-0.08561341464519501,0.45476049184799194,-0.5032080411911011
RS04_040,1449.5,737.5,388.5,625.5,424.5,1007.5,2287.5,2581,2222,2788,0.5016049742698669,-0.21040447056293488,0.6791989207267761,-0.5606672763824463
RS04_041,2270,1369,575,879,856,1455.5,2488,2916.5,2433,2974,0.2798527181148529,-0.034658730030059814,0.47947704792022705,-0.4692029058933258
RS04_042,2545,1188,452,901,645,1374,3792,4629,4404,4880,0.5751072764396667,-0.2675205171108246,0.7445038557052612,-0.6603204607963562
RS04_043,4307.5,3585.5,3803.5,3777,3577,4112.5,5249,6120,5760,6257.5,0.2326788306236267,-0.14427614212036133,0.233801007270813,-0.20792701840400696
RS04_044,2398,1371,371,532,557,1029,2001,2501,2418,2735,0.2763262093067169,-0.004152823705226183,0.6255462169647217,-0.63932204246521
RS04_045,2301,1213,360,572,456,926,2343,2928,2854,3197,0.4034915268421173,-0.10727448761463165,0.7244712710380554,-0.6660829186439514
RS04_046,1598,665,338.5,438,281.5,606,2435,3452.5,3418,3685,0.6742591261863708,-0.3628389239311218,0.8478173017501831,-0.7728216052055359
RS04_047,3079.5,1674.5,661,1079,931.5,1672.5,3114.5,3611.5,3598,3915,0.36481744050979614,-0.0776488184928894,0.588696300983429,-0.5385931134223938
RS04_048,2639,2183,968,920,1112,1601,2635,3161,2054,3425,-0.030446071177721024,0.12465374171733856,0.29753631353378296,-0.38130465149879456
RS04_049,2631.5,1284,464.5,793,469,1405.5,3344,3894.5,3864,4170.5,0.501165509223938,-0.18974675238132477,0.783521831035614,-0.6594374179840088
RS04_050,3342,2026,1420,1562,1378,2167,3583,4474,4684,4875,0.3961251974105835,-0.16720658540725708,0.5453645586967468,-0.4998399019241333
RS04_051,2167,1114,485,710,595,1109,2890,3757,3752,4031,0.5421290397644043,-0.26778173446655273,0.7262479662895203,-0.6817570328712463
RS04_052,2535.5,1255.5,441.5,779,451.5,1334.5,3451.5,4211.5,4232,4554,0.5424146056175232,-0.25068342685699463,0.8071954846382141,-0.689083993434906
BCF_001,1502,611,271,430,228,713,2401,3135,3372,3552,0.6931960582733154,-0.383668452501297,0.8733333349227905,-0.7738032341003418
BCF_002,1760,717,250,468.5,238,848.5,2855,3612.5,3576,4018.5,0.6659678816795349,-0.3403298258781433,0.875196635723114,-0.7683273553848267
BCF_003,1580,640,209,377,228,757,2425,3259,3046,3629,0.6527401208877563,-0.3169044554233551,0.8607208132743835,-0.7797253727912903
BCF_004,1463,658.5,231.5,474,244,853,2586,3460.5,3670,3708.5,0.6957375407218933,-0.42996299266815186,0.8753193616867065,-0.7712355256080627
BCF_005,1557.5,639.5,226,405,213.5,662,2348.5,3017,3312,3378,0.6763254404067993,-0.36030393838882446,0.8788824081420898,-0.7820823192596436
BCF_006,1608.5,679.5,262.5,439.5,256,866,2399.5,2935.5,2933,3374,0.6238062381744385,-0.29164373874664307,0.839448094367981,-0.7393624782562256
BCF_007,1604,662,256,511.5,264,758.5,2504,3169,3628.5,3648,0.6914112567901611,-0.38690873980522156,0.8643545508384705,-0.7528985738754272
BCF_008,1572,662,215,413,219,729.5,2659,3399,3393,3700,0.673489511013031,-0.36676737666130066,0.8787375688552856,-0.7829742431640625
BCF_009,1639,693,224,414,232,743,2406,3217,3272,3514,0.6504413485527039,-0.3325188457965851,0.8675799369812012,-0.7753662467002869
BCF_010,1643,679,260.5,455,236.5,785.5,2430.5,3079.5,3464,3503.5,0.6722182035446167,-0.35656940937042236,0.8721794486045837,-0.7677978873252869
BCF_011,1598.5,679,277.5,521,282,844.5,2581.5,3115.5,3525.5,3530.5,0.6770127415657043,-0.3760733902454376,0.8518713116645813,-0.7424935102462769
BCF_012,1735,740,216,474,256,854,2634,3369,3372,3661,0.6400778293609619,-0.3205404281616211,0.8588753938674927,-0.7535101175308228
BCF_013,1672,718.5,310.5,535.5,326.5,920.5,2630.5,3270,3360,3541,0.6476646065711975,-0.3354530930519104,0.822867214679718,-0.7250673770904541
BCF_014,1524.5,593.5,246,417,203.5,804,2759,3555.5,3030,4049.5,0.6724161505699158,-0.33055219054222107,0.8741301894187927,-0.7580505013465881
BCF_015,1612.5,699,214.5,400,238,774,2493,3230.5,3211,3587.5,0.6424552202224731,-0.3313983678817749,0.8619889616966248,-0.7784547209739685
BCF_016,1653.5,666.5,227.5,382.5,234.5,772,2644,3634,3161,3993.5,0.6517308950424194,-0.3131166398525238,0.8618760108947754,-0.784111738204956
BCF_017,1537.5,644,246,439.5,242.5,806.5,2440.5,3112.5,3241.5,3530,0.668511152267456,-0.35655996203422546,0.8607922196388245,-0.7612062096595764
BCF_018,1551,651,295,492.5,267.5,854.5,2598.5,3317.5,3445.5,3612,0.6821677088737488,-0.3791654109954834,0.8559116721153259,-0.7498730421066284
BCF_019,1425.5,592.5,225.5,426.5,202.5,802.5,2473,3288,3256,3685,0.6920878291130066,-0.3910071551799774,0.8828971982002258,-0.768363893032074
BCF_020,1841.5,789,321.5,569,298,903.5,3102.5,4020.5,4085.5,4399.5,0.6762744784355164,-0.378606379032135,0.8640356063842773,-0.7555054426193237
BCF_021,1746,740,280,433,221,810,2720,3414,3435,3861,0.6455090045928955,-0.32599884271621704,0.8791028261184692,-0.7761116623878479
BCF_022,1808,725.5,276.5,608,285.5,1019,3282,4432,4509,4828,0.7228006720542908,-0.4275763928890228,0.8809052109718323,-0.7623607516288757
BCF_023,1720.5,736,248.5,476.5,272.5,919.5,2589.5,3324,3402,3791.5,0.6442725658416748,-0.32825767993927,0.8516805171966553,-0.7542864680290222
BCF_024,1881,814,425,590,350,991,2834,3465,3499,3648,0.6225365400314331,-0.3007434904575348,0.818134605884552,-0.7114208936691284
BCF_025,1801.5,769,273,502,257,887,2621.5,3335,3538,3706.5,0.642906904220581,-0.32521772384643555,0.8645586371421814,-0.7514851689338684
BCF_026,1732.5,775,264.5,447.5,213.5,836.5,2650.5,3370.5,3615.5,3743.5,0.6469650268554688,-0.35209423303604126,0.8884826302528381,-0.7797194123268127
BCF_027,1700.5,726,237.5,353,293,810,2213.5,2896,2321,3249.5,0.5234656929969788,-0.1542956680059433,0.7758225202560425,-0.7359760403633118
BCF_028,1820.5,753.5,318,534,270,920.5,2767,3560.5,3710,4099.5,0.6623725891113281,-0.3416508436203003,0.8643215894699097,-0.7483506202697754
BCF_029,1393,568.5,217.5,430.5,212.5,753.5,2428.5,3022.5,3198,3348.5,0.6981282234191895,-0.39316052198410034,0.8753848671913147,-0.7627118825912476
BCF_030,1335,609,258,387.5,224.5,716.5,2066.5,2546.5,2460.5,2854,0.6031926870346069,-0.2965353727340698,0.8327746987342834,-0.7278792262077332
BCF_031,1640,678.5,239,435.5,244.5,877,2793.5,3602,3508,3975.5,0.6758629083633423,-0.3628593683242798,0.8696869015693665,-0.779130220413208
BCF_032,1865,816,440,673,430,1061,3208,3763,4357,4166,0.6845157742500305,-0.40051430463790894,0.8203467726707458,-0.7324055433273315
BCF_033,1804.5,757,315,598,293,910.5,3061,3874,4883.5,4312,0.7315840721130371,-0.4603767991065979,0.8867961168289185,-0.781811535358429
BCF_034,1840.5,796.5,310,574,299.5,966.5,2776,3527.5,3566,3841.5,0.6348423957824707,-0.3191528618335724,0.845039427280426,-0.7227053046226501
BCF_035,1815.5,727.5,287,472.5,251,913,3365.5,4413.5,4316.5,4696.5,0.7115384340286255,-0.4078603982925415,0.8900930285453796,-0.802672803401947
BCF_036,1288,525,155.5,303.5,161,662.5,1976,2555.5,2729,3034.5,0.6773202419281006,-0.3587254285812378,0.8885813355445862,-0.7998351454734802
BCF_037,1762.5,778.5,265.5,419,248.5,679.5,2367.5,3019,3308.5,3364,0.6190359592437744,-0.3048708438873291,0.8602755069732666,-0.7751844525337219
BCF_038,1543,654.5,297,489.5,259,773,2486,3239.5,3416,3527.5,0.6784178614616394,-0.3776971101760864,0.8590475916862488,-0.7493278980255127
BCF_039,1717,711,311,516,282,896,2786,3517,3716,3796,0.6787892580032349,-0.3679366707801819,0.858929455280304,-0.7561436891555786
BCF_040,1396,561.5,247,478.5,246,677,2398,3169,3690,3544.5,0.7358579039573669,-0.4510420858860016,0.875,-0.770421028137207
RS05_001,1774,752,500,756,371,1146,2917,3378,3564,3861,0.6515291929244995,-0.33533158898353577,0.8114358186721802,-0.6499999761581421
RS05_002,1801.5,1103,1046,1082,847.5,1358.5,2752.5,3409,3217,3652.5,0.4893518388271332,-0.28205639123916626,0.5829745531082153,-0.4966271221637726
RS05_003,3845,2366.5,2235,2437.5,2164.5,2734,4632,5549.5,5678,5861,0.4116477072238922,-0.19248135387897491,0.44800764322280884,-0.39929765462875366
RS05_004,1262,468,302,417,211,641.5,2338,3072.5,3128,3295.5,0.739710807800293,-0.42505693435668945,0.8736148476600647,-0.7647390961647034
RS05_005,1363,612,343,483.5,305.5,750,2169.5,2817,3015,3231.5,0.6625310182571411,-0.37734124064445496,0.8159915804862976,-0.7235957980155945
RS05_006,1246,488,268,422,236,714,1998,2553,2580,2835,0.6818774342536926,-0.3486670255661011,0.8323863744735718,-0.7188540697097778
RS05_007,1549,599,220,398,197,634,2478,3124,3525,3578,0.7095053195953369,-0.3894363343715668,0.8941429257392883,-0.7970940470695496
RS05_008,1772,758.5,330.5,599.5,301,1040.5,2477.5,2914,2757,3280,0.5684824585914612,-0.21748730540275574,0.803139328956604,-0.6427826881408691
RS05_009,5087.5,4304,6250,5842,5680,6257,6197.5,6205.5,5976,6249,0.16264592111110687,-0.08030912280082703,0.02539464645087719,-0.01133863627910614
RS05_010,1332,521,302,434,233.5,728,2310.5,2963,2952,3329.5,0.6999711990356445,-0.3781512677669525,0.8533982038497925,-0.7436503171920776
RS05_011,1350,520,260,303,210,709,2409,2904,1988,2991,0.5853269696235657,-0.19113241136074066,0.808917224407196,-0.7354866862297058
RS05_012,1245.5,508.5,262.5,350,224.5,679.5,2055,2678,2280,3012.5,0.6352877616882324,-0.2934335470199585,0.8207226991653442,-0.73384028673172
RS05_013,1423,524,285,460.5,259,748,2423,3143.5,3350,3429,0.7294785976409912,-0.40372931957244873,0.8564699292182922,-0.7582994103431702
RS05_014,7430,5786,12624,11520,11048,12214,11314,10725,10503,10706,0.28958192467689514,-0.1713600605726242,-0.02528885006904602,0.046178992837667465
RS05_015,4485,3588,4555,4404.5,4157,4779,5755,6017,5874,6177.5,0.2415979653596878,-0.13408629596233368,0.17116937041282654,-0.1429683268070221
RS05_016,3035,2041.5,3001,2836,2513.5,3083.5,3942,4379.5,4504,4463.5,0.3762126564979553,-0.19485342502593994,0.2836480140686035,-0.227247953414917
RS05_017,1982,804,308,633,316,1116,3318,3992,3840,4397,0.6537467837333679,-0.31913432478904724,0.8479307293891907,-0.7169684767723083
RS05_018,1544,704,310,522,299,786,2293,2758,2950,3091,0.6146688461303711,-0.3128615915775299,0.8159433603286743,-0.6993087530136108
RS05_019,1616,641,322,567,276,832,2844,3594,3524,3992,0.6921969056129456,-0.37120622396469116,0.854736864566803,-0.7228061556816101
RS05_020,539,257.5,374,353.5,228,425.5,935.5,1145,1118.5,1188,0.6257267594337463,-0.3496229350566864,0.6613442301750183,-0.5197010636329651
RS05_021,1381,630.5,461,552,398.5,844.5,2183.5,2786.5,2511,3012,0.598599374294281,-0.2903391718864441,0.7260697484016418,-0.6395690441131592
RS05_022,1216.5,541.5,309,429,310,699,1919,2485.5,2512,2823.5,0.6453250646591187,-0.34745875000953674,0.7802976369857788,-0.7082625031471252
RS05_023,1127,435,223,331,179,603,1900,2360,2354,2738,0.6880602240562439,-0.35248491168022156,0.8586655855178833,-0.7534450888633728
RS05_024,1702,703,327,726,335,1181,3553,4396,4851,4825,0.7468491196632385,-0.48054325580596924,0.8708060383796692,-0.7396449446678162
RS05_025,1469.5,612.5,288.5,430.5,255,704.5,2143.5,2744.5,2758,3074,0.6365524530410767,-0.30479007959365845,0.8307334780693054,-0.7299670577049255
RS05_026,1773.5,784,368.5,507,299,853.5,2746,3442,3252,3847.5,0.6114965081214905,-0.2941995859146118,0.8315967321395874,-0.7302473783493042
RS05_027,1582,637,230,352,187,690,2226,2930,2480,3242,0.5912736654281616,-0.22107335925102234,0.8597675561904907,-0.7514124512672424
RS05_028,1520,627.5,318.5,457,251,760,2356,3069.5,3040,3426.5,0.6578050255775452,-0.3333333432674408,0.8474627733230591,-0.7386330962181091
RS05_029,1597,625,361,442,324,792,2531,3332,3086,3881,0.6631635427474976,-0.3179585635662079,0.8099706768989563,-0.7494331002235413
RS05_030,1523,618,226,336,197,691,2273,2978,2849,3349,0.6434957981109619,-0.3032936751842499,0.870650053024292,-0.7890110015869141
RS05_031,1394.5,587,328.5,513.5,259,814,2406,2985,2881,3354,0.6614763736724854,-0.34767863154411316,0.8350318670272827,-0.6974517703056335
RS05_032,1222.5,568.5,304.5,438,289.5,739,1979.5,2593,2531,2785.5,0.6331666111946106,-0.34860795736312866,0.7947172522544861,-0.7049511671066284
RS05_033,1714,712,312.5,515,263.5,866.5,2745,3403,3410,3756.5,0.6545366048812866,-0.3309914171695709,0.8565400838851929,-0.7375796437263489
RS05_034,952.5,438,1146,962,657.5,755,1558.5,1857,2497,1989,0.7015331983566284,-0.44774603843688965,0.583135187625885,-0.4437698721885681
RS05_035,2163.5,1350,862,980.5,897,1346,2328,2854.5,2560,3101,0.30946290493011475,-0.0839419886469841,0.4810529351234436,-0.4461234211921692
RS05_036,3031,1559,1268,1494,1150,1893,3930,4609,4416,4958,0.47815901041030884,-0.1859809309244156,0.586776852607727,-0.4944162368774414
RS05_037,1991,890,322,535,294,1001,2904,3474,3073,3860,0.5508453249931335,-0.21366508305072784,0.82536381483078,-0.7034367918968201
RS05_038,4097,2948,1864,2130,2048,3055,4497,4951,4636,5334,0.22257384657859802,-0.06171991303563118,0.3871932923793793,-0.37038132548332214
RS05_039,1994,860,689,946,513,1273,3714,4632,4220,4997,0.6614173054695129,-0.3582233786582947,0.7832241654396057,-0.6337592005729675
RS05_040,1281,504,255,421,232,623,1972,2516,2752,2833,0.6904177069664001,-0.36474087834358215,0.8445039987564087,-0.7346360087394714
RS05_041,1528,626,542,558,353,771,2383,3220,3308,3499,0.6817488670349121,-0.3680727779865265,0.807156503200531,-0.7113295197486877
RS05_042,1647.5,631,352,566,294,880.5,3014,3956.5,4220,4270.5,0.7398474812507629,-0.4384320378303528,0.8697385787963867,-0.7634767889976501
RS05_043,2814,1839,1802,1702,1388,2321,3441,3959,3727,4242,0.33920228481292725,-0.139581099152565,0.45728251338005066,-0.37299686670303345
RS05_044,2065,1038,330,552,416,944,2481,3160,3086,3519,0.49660524725914,-0.19821393489837646,0.7624214887619019,-0.6965365409851074
RS05_045,1730.5,1258.5,1121.5,1123,989,1371.5,2431,2846,2761,3136.5,0.37380272150039673,-0.22943337261676788,0.47253334522247314,-0.4217301607131958
RS05_046,1208,475,234,359,189,620,1974,2609,2520,3035,0.6828047037124634,-0.3519313335418701,0.8604651093482971,-0.7506078481674194
RS05_047,2349,1411,2793,2626,2339.5,2840,3555.5,4005,3917,4072,0.4703453481197357,-0.25023940205574036,0.25213778018951416,-0.19731010496616364
RS05_048,2090.5,1376.5,916,1006,838.5,1442,2859.5,3500,3197,3828.5,0.39805400371551514,-0.20926713943481445,0.5844380855560303,-0.5212942957878113
RS05_049,1323.5,647.5,320,444.5,314,686.5,1920,2306.5,2183.5,2601.5,0.5425644516944885,-0.24522383511066437,0.7485485672950745,-0.6617199182510376
RS05_050,2231,944,368,714,360,1279,3276,3804,3856,4202,0.6066666841506958,-0.2669623792171478,0.8292220234870911,-0.6875273585319519
RS05_051,3129,2290,5500,4600,3852,4055,4028,3823,5196,3499,0.388191282749176,-0.24828828871250153,0.14854110777378082,-0.0608411580324173
RS05_052,1376,797,868,892,734,1107,1993,2546,2626,2871,0.5343266129493713,-0.3123438358306885,0.563095211982727,-0.49289369583129883
RS05_053,2048,1124,893,1104.5,861,1446.5,3054,3643.5,3476,4017.5,0.5113043189048767,-0.2585083246231079,0.6029513478279114,-0.5177382230758667
RS05_054,2264.5,1088,374,735,399.5,1238.5,3301,3940.5,3952,4278,0.5682539939880371,-0.27145498991012573,0.8163851499557495,-0.6863665580749512
RS05_055,3075.5,2021,2270,2223,2015,2487,3693,4223,4372,4512.5,0.367745965719223,-0.17408525943756104,0.36903083324432373,-0.3258529305458069
RS05_056,2384,1238,403,718,461,1248,3305,3759,3512,4183,0.47873684763908386,-0.1913161426782608,0.7679335474967957,-0.660520076751709
RS05_057,3751,3412,3528,3384,3256,3630,4085,4279,4116,4646,0.09351753443479538,-0.04639633744955063,0.11665762215852737,-0.09759999811649323
RS05_058,2083,913,716,978,592,1450,3382,4081,4184,4554,0.6417500376701355,-0.33524811267852783,0.7520937919616699,-0.6210771203041077
RS05_059,1894,930.5,674,743,618.5,1322.5,2248,2637.5,2586.5,2847.5,0.47085583209991455,-0.15455864369869232,0.6140405535697937,-0.5536867380142212
RS05_060,1767,804,425,601.5,406,893,2437.5,3081,3143.5,3363,0.5926535725593567,-0.2803176939487457,0.7712354063987732,-0.6787716746330261
RS05_061,3716.5,2765.5,3535.5,3473,3281.5,3853,4794.5,5248.5,4934,5388,0.2816416621208191,-0.14074331521987915,0.20114417374134064,-0.17378374934196472
RS05_062,1252,476,305.5,500,245,740.5,2347,2977,3116,3106,0.7349665760993958,-0.4267399311065674,0.8542100787162781,-0.7234513163566589
RS05_063,1523,549,198,429,178,745,2867,3797,3753,4001,0.7447698712348938,-0.4226686954498291,0.9094377756118774,-0.7948350310325623
RS05_064,1838,1088.5,1454,1539,1291,1810,2704,3032,2928,3228,0.4579858183860779,-0.2287033200263977,0.38800662755966187,-0.3109469413757324
RS05_065,1530,581,263,458,210,830,2584,3134,3228,3644,0.6949330568313599,-0.35687264800071716,0.8778359293937683,-0.7514921426773071
RS05_066,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
RS05_067,2258,1682,1294.5,1435.5,1260,1702.5,3020,3696,3650,3910.5,0.36909228563308716,-0.23561273515224457,0.4867617189884186,-0.43545374274253845
RS05_068,2039,1166.5,1313,1406,1407.5,2018.5,2918.5,3361.5,3498,3471.5,0.4998392164707184,-0.2635000944137573,0.42615431547164917,-0.42659053206443787
RS05_069,1945,812,402,572,312,1093,3187,4056,3980,4534,0.6611018180847168,-0.3434599041938782,0.8546132445335388,-0.748681902885437
RS05_070,2335.5,1237.5,1560.5,1768.5,1577.5,1950.5,3493,4042,4156,4347.5,0.541114330291748,-0.2804436683654785,0.44972530007362366,-0.40298759937286377
RS05_071,2406.5,1798.5,1887,1859.5,1761.5,2267.5,3168,3616,3352,3838,0.3016211986541748,-0.1641920655965805,0.31103941798210144,-0.2863858640193939
RS05_072,1655,618,231,464,224,858,2772,3480,3479,3887,0.6983158588409424,-0.35527852177619934,0.8790169954299927,-0.7646462321281433
RS05_073,1671,653,280,504,233.5,893.5,3076,3642.5,3466,4248.5,0.6829327344894409,-0.349425733089447,0.8737667202949524,-0.7460957169532776
RS05_074,2247,1028,409,668,350,1156,3275,3862,3614,4196.5,0.5570874810218811,-0.2332366555929184,0.82341068983078,-0.6879962682723999
RS05_075,1905,878,411,662,430,1161,3081,3591,3288,3914,0.5784925818443298,-0.26632004976272583,0.7686928510665894,-0.6648101210594177
RS05_076,4112,3055.5,5065,4959,4834,5415.5,6107.5,6300,5890,6439.5,0.3168632388114929,-0.17776444554328918,0.09847071766853333,-0.08581436425447464
RS05_077,614,353,531.5,549,452,544,993.5,1318,1316,1411,0.5769922137260437,-0.3637305796146393,0.48868778347969055,-0.41126006841659546
RS05_078,4235.5,3971,4240,4166,4044,4454,4913,5172.5,5000,5344,0.11470293253660202,-0.08277840912342072,0.10570544004440308,-0.09098843485116959
RS05_079,1472.5,875,1958.5,1742,1379,1353,2139.5,2516,3001,2535.5,0.5485036373138428,-0.34167876839637756,0.3703196346759796,-0.2654438018798828
RS05_080,914,348,254,331.5,197.5,550.5,1693.5,2172,2097,2383.5,0.7153373956680298,-0.3928927183151245,0.8278492093086243,-0.7269919514656067
TJ02_067,2662,1417,334,609,464,1210.5,2521.5,2964,3194,3421.5,0.3853827714920044,-0.09084699302911758,0.7463094592094421,-0.6797265410423279
TJ02_069,2401,1143,325.5,637,328.5,1168.5,3496,4270.5,4316,4619,0.5812419652938843,-0.28509750962257385,0.8585423827171326,-0.7427821755409241
TJ02_075,2515,1167,356,602,494,1203,3103,3921,3632,4303,0.5136486887931824,-0.18171465396881104,0.7605428695678711,-0.715635359287262
TJ02_090,2059,923,274,622,305,1182,3192,3861,3804,4186,0.6094774603843689,-0.2976292073726654,0.8515453934669495,-0.7189335823059082
TJ05_023,1418.5,673,301.5,553,290,832.5,2231,2642.5,2669,2757.5,0.5972471833229065,-0.3059327304363251,0.8039878606796265,-0.6567349433898926
TJ05_036,1394,547,293,417.5,230,712.5,2411.5,3184,3092,3444.5,0.6993679404258728,-0.3785109221935272,0.8615291714668274,-0.76207435131073
BCB_001,3424,3235,1064,1166,1596,1707,1863,2018,2010,2171,-0.23355576395988464,0.2602134644985199,0.11480864882469177,-0.26574307680130005
BCB_002,3427,3685,1512,1604,1752,2167,2231,2358,1918,2416,-0.3153667747974396,0.28231993317604065,0.04523160681128502,-0.08915389329195023
BCB_003,3373,3201,1674,2048,2470,2266,2450,2639,2952,2580,-0.040468063205480576,0.0665612667798996,0.08889708667993546,-0.18080000579357147
BCB_004,3526,3418.5,800,864,1912,1951.5,2314,2385.5,2232,2354,-0.20998141169548035,0.22473080456256866,0.07722007483243942,-0.44186046719551086
BCB_005,4244.5,4537.5,2462,2456,2370,2522.5,2445.5,2622,2362,2709.5,-0.3153127133846283,0.28494665026664734,-0.0016906170640140772,0.019510170444846153
BCB_006,2917,2420.5,762,859,953.5,1284,1678.5,1897.5,1668,2204.5,-0.18405282497406006,0.2724100351333618,0.2725538909435272,-0.3201424479484558
BCB_007,2489,2239,741.5,1133.5,1070,1724.5,2153,2353,2588,2443,0.07230163365602493,-0.019499704241752625,0.41498085856437683,-0.39083701372146606
BCB_008,2671,2314,600,792,949,1399,1981,2222,2454,2270,0.02936241589486599,0.04234146326780319,0.4422568380832672,-0.5120148062705994
BCB_009,2525,2043,1207,1477,1737,1895,2150.5,2300.5,2266,2406,0.05175214633345604,0.054059695452451706,0.13215088844299316,-0.21079348027706146
BCB_010,4629,4667.5,1767,1956,2076,3137,3036,3163.5,2335,3149,-0.3330953121185303,0.3294083774089813,0.05871684476733208,-0.0883243978023529
BCB_011,2277,1963,1224,1302,1404,1595,1876,2035,1786,2132,-0.04721258953213692,0.12084666639566422,0.11974921822547913,-0.15673574805259705
BCB_012,3133,3035,1670,1482,1410,1559,1999,2325,1964,2557,-0.2142428457736969,0.22935059666633606,0.16419680416584015,-0.13987231254577637
BCB_013,3413.5,3131.5,923.5,1225,1588,2055.5,2400.5,2566.5,2432,2624,-0.12573020160198212,0.16790693998336792,0.209950253367424,-0.3300519585609436
BCB_014,2567,1818,774,1106,1270,1442,2490,2960,3002,3052,0.24564315378665924,-0.07811097055673599,0.40543070435523987,-0.4615384638309479
BCB_015,2714,2024,1272,1374,1278,1428,2456,2857,2908,3074,0.17923763394355774,-0.03450729325413704,0.3893932104110718,-0.35824382305145264
BCB_016,2021,2019,1786,1886,2004,1878,1835,1923,2004,1919,-0.00372856087051332,0.00422360235825181,0,-0.030334189534187317
BCB_017,3655,3023,1998,2426,2706,2618,2755,3018,3324,3115,0.04742398113012314,0.04742799699306488,0.10248756408691406,-0.1561739146709442
