sample_id,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
RS01_011,-0.007443291041906958,-0.003014225297962322,-0.022206843521722412,-0.16633602460592078,-0.06698961937716265,-0.03254133025759323,0.16000000000000003,0.09356401384083046,0.07111111111111111,0.002214532871972318,-0.09356401384083046,0.24415224913494812,-0.029773164167627833,-0.041584006151480196,-0.041584006151480196,-0.2761399461745483,-0.08882737408688965,-0.003014225297962322,-0.08421376393694734,0.07972318339100345,-0.044844290657439445,0.17279507881584008,0.13016532103037293,0.19986159169550174,-0.16000000000000003,0.10340638216070744,0.13016532103037293,-0.12456747404844293,0.004982698961937716,-0.03844675124951941,0.2679584775086506,-0.14769703960015382,-0.029773164167627833,0.041584006151480196,0.09356401384083046,0.007443291041906958,-0.07111111111111111,-0.029773164167627833,-0.09842368319876971,-0.08421376393694734,0.186082276047674,-0.07111111111111111,0.16633602460592078,0.10340638216070744,-0.12456747404844293,-0.14173010380622836,-0.13588619761630144,-0.12456747404844293,0.0005536332179930795,0.08421376393694734,0.06698961937716265,-0.08882737408688965,-0.08882737408688965,0.16633602460592078,0.07972318339100345,0.2288965782391388,-0.044844290657439445,-0.044844290657439445,0.04822760476739715,0.41362552864282975,-0.05173394848135333,-0.16000000000000003,0.044844290657439445,-0.04822760476739715
RS01_012,0.01574778931180315,0.03254133025759323,0.04822760476739715,-0.2069357939254133,-0.1085121107266436,-0.08882737408688965,0.11374086889657825,0.07535563244905807,0.1085121107266436,0.01384083044982699,-0.17937716262975778,0.3188927335640138,-0.05911572472126105,-0.1085121107266436,-0.03844675124951941,-0.24415224913494812,-0.11909265667051133,0.024605920799692427,-0.08882737408688965,0.008858131487889272,-0.0271280276816609,0.14769703960015382,0.16633602460592078,0.22145328719723184,-0.12456747404844293,0.08421376393694734,0.09356401384083046,-0.17279507881584008,0.0271280276816609,0.05911572472126105,0.24415224913494812,-0.09356401384083046,0.03543252595155709,-0.05536332179930796,0.08882737408688965,0.007443291041906958,-0.03543252595155709,-0.14769703960015382,-0.13588619761630144,-0.09842368319876971,0.11374086889657825,-0.13588619761630144,0.05536332179930796,-0.002214532871972318,-0.08882737408688965,-0.14173010380622836,-0.16000000000000003,-0.08421376393694734,0.05536332179930796,0.05173394848135333,0.17279507881584008,-0.07535563244905807,-0.14173010380622836,0.05536332179930796,0.029773164167627833,0.16000000000000003,0.03844675124951941,-0.006151480199923107,-0.010396001537870049,0.39369473279507883,-0.012056901191849288,-0.16000000000000003,-0.017777777777777778,-0.06698961937716265
RS01_013,-0.010396001537870049,-0.01384083044982699,0.017777777777777778,-0.17279507881584008,-0.08882737408688965,-0.03844675124951941,0.13588619761630144,0.11909265667051133,0.07972318339100345,-0.003936947327950788,-0.13016532103037293,0.2069357939254133,-0.05536332179930796,-0.07535563244905807,-0.029773164167627833,-0.2519646289888504,-0.06698961937716265,-0.004982698961937716,-0.09356401384083046,0.012056901191849288,-0.024605920799692427,0.14769703960015382,0.15378700499807765,0.16000000000000003,-0.12456747404844293,0.13588619761630144,0.13016532103037293,-0.11374086889657825,0.017777777777777778,0.012056901191849288,0.2761399461745483,-0.11374086889657825,-0.019930795847750864,0.019930795847750864,0.1085121107266436,-0.003014225297962322,-0.05173394848135333,-0.03844675124951941,-0.13588619761630144,-0.041584006151480196,0.186082276047674,-0.13016532103037293,0.11374086889657825,0.07535563244905807,-0.07972318339100345,-0.186082276047674,-0.13016532103037293,-0.01574778931180315,-0.000984236831987697,0.07111111111111111,0.12456747404844293,-0.07535563244905807,-0.14769703960015382,0.13588619761630144,0.11374086889657825,0.2069357939254133,0.03844675124951941,0.0015378700499807767,0.003014225297962322,0.47637062668204533,0.007443291041906958,-0.17279507881584008,0.01574778931180315,0.004982698961937716
RS01_014,0.09356401384083046,-0.0271280276816609,0.01574778931180315,-0.21413302575932336,-0.08882737408688965,-0.03844675124951941,0.11909265667051133,0.04822760476739715,0.0629911572472126,0.05173394848135333,-0.10340638216070744,0.29287197231833906,-0.05173394848135333,-0.10340638216070744,0.008858131487889272,-0.28444444444444444,-0.12456747404844293,-0.022206843521722412,-0.09356401384083046,0.11909265667051133,-0.01384083044982699,0.09842368319876971,0.16000000000000003,0.2364628988850442,-0.13016532103037293,0.05911572472126105,0.10340638216070744,-0.17279507881584008,0.044844290657439445,0.06698961937716265,0.28444444444444444,-0.16000000000000003,0.024605920799692427,-0.0015378700499807767,0.03543252595155709,0.0629911572472126,-0.041584006151480196,-0.17279507881584008,-0.06698961937716265,-0.07972318339100345,0.11909265667051133,-0.08421376393694734,0.04822760476739715,0.0629911572472126,-0.10340638216070744,-0.14173010380622836,-0.0629911572472126,-0.14173010380622836,-0.024605920799692427,0.09842368319876971,0.15378700499807765,-0.12456747404844293,-0.16000000000000003,0.022206843521722412,0.09356401384083046,0.14173010380622836,-0.041584006151480196,-0.004982698961937716,0.041584006151480196,0.3839138792772011,0.00024605920799692423,-0.14173010380622836,0.041584006151480196,-0.07111111111111111
RS01_015,0.03254133025759323,0.012056901191849288,0.044844290657439445,-0.2679584775086506,-0.13588619761630144,0.007443291041906958,0.19986159169550174,0.044844290657439445,0.044844290657439445,0.0271280276816609,-0.11909265667051133,0.2519646289888504,-0.06698961937716265,-0.08882737408688965,0.024605920799692427,-0.2679584775086506,-0.1085121107266436,-0.04822760476739715,-0.06698961937716265,0.07972318339100345,-0.0629911572472126,0.12456747404844293,0.14769703960015382,0.21413302575932336,-0.1085121107266436,0.09842368319876971,0.13016532103037293,-0.16000000000000003,0.01574778931180315,0.024605920799692427,0.2679584775086506,-0.15378700499807765,0.017777777777777778,0.03254133025759323,0.09356401384083046,0.03844675124951941,0.03844675124951941,-0.07972318339100345,-0.09356401384083046,-0.09356401384083046,0.17279507881584008,-0.04822760476739715,0.11909265667051133,0.08421376393694734,-0.07972318339100345,-0.09842368319876971,-0.11374086889657825,-0.16000000000000003,0.07535563244905807,0.14769703960015382,0.08421376393694734,-0.13016532103037293,-0.13588619761630144,0.09356401384083046,0.1085121107266436,0.1929104190695886,-0.03844675124951941,-0.08421376393694734,-0.029773164167627833,0.34602076124567477,0.024605920799692427,-0.16000000000000003,-0.003014225297962322,-0.05536332179930796
RS01_016,6.151480199923106e-05,-0.041584006151480196,-0.010396001537870049,-0.2288965782391388,-0.12456747404844293,0.019930795847750864,0.14173010380622836,0.08421376393694734,0.008858131487889272,0.007443291041906958,-0.10340638216070744,0.2069357939254133,-0.0271280276816609,-0.03543252595155709,0.03543252595155709,-0.2761399461745483,-0.10340638216070744,-0.03543252595155709,-0.06698961937716265,0.17279507881584008,-0.03844675124951941,0.12456747404844293,0.1929104190695886,0.16000000000000003,-0.10340638216070744,0.17279507881584008,0.16633602460592078,-0.16633602460592078,0.044844290657439445,0.0271280276816609,0.2599000384467512,-0.13588619761630144,-0.007443291041906958,0.008858131487889272,0.1085121107266436,0.041584006151480196,-0.04822760476739715,-0.06698961937716265,-0.08882737408688965,-0.1085121107266436,0.14173010380622836,-0.06698961937716265,0.12456747404844293,0.09356401384083046,-0.08421376393694734,-0.09842368319876971,-0.041584006151480196,-0.08421376393694734,0.0271280276816609,0.11909265667051133,0.11909265667051133,-0.11374086889657825,-0.17937716262975778,0.11909265667051133,0.15378700499807765,0.1929104190695886,-0.04822760476739715,-0.07535563244905807,0.07535563244905807,0.39369473279507883,0.05173394848135333,-0.14173010380622836,0.022206843521722412,-0.07111111111111111
RS01_017,0.017777777777777778,-0.01574778931180315,0.07972318339100345,-0.2069357939254133,-0.08421376393694734,-0.05173394848135333,0.10340638216070744,0.05911572472126105,0.07535563244905807,0.05911572472126105,-0.07972318339100345,0.28444444444444444,-0.07535563244905807,-0.08421376393694734,-0.05536332179930796,-0.2599000384467512,-0.1085121107266436,-0.022206843521722412,-0.06698961937716265,-0.03543252595155709,-0.003014225297962322,0.09842368319876971,0.2364628988850442,0.2364628988850442,-0.12456747404844293,0.01574778931180315,0.13016532103037293,-0.16000000000000003,-0.07111111111111111,0.022206843521722412,0.31009611687812383,-0.17279507881584008,-0.05173394848135333,-0.03254133025759323,0.0629911572472126,0.05173394848135333,-0.01574778931180315,-0.1085121107266436,-0.17279507881584008,-0.07535563244905807,0.2069357939254133,-0.11909265667051133,0.08882737408688965,0.03254133025759323,-0.04822760476739715,-0.12456747404844293,-0.16000000000000003,-0.11909265667051133,-0.01574778931180315,0.04822760476739715,0.17937716262975778,-0.041584006151480196,-0.06698961937716265,0.0629911572472126,0.05173394848135333,0.1929104190695886,0.024605920799692427,0.0015378700499807767,0.006151480199923107,0.3553094963475586,0.03254133025759323,-0.15378700499807765,0.024605920799692427,0.019930795847750864
RS01_018,0.03844675124951941,-0.024605920799692427,0.05911572472126105,-0.16633602460592078,-0.04822760476739715,-0.008858131487889272,0.186082276047674,0.09356401384083046,0.0629911572472126,0.022206843521722412,-0.12456747404844293,0.2364628988850442,-0.06698961937716265,-0.041584006151480196,-0.05173394848135333,-0.28444444444444444,-0.09842368319876971,-6.151480199923106e-05,-0.07111111111111111,0.041584006151480196,-0.09356401384083046,0.19986159169550174,0.14769703960015382,0.16000000000000003,-0.16000000000000003,0.07535563244905807,0.10340638216070744,-0.13588619761630144,-0.017777777777777778,0.019930795847750864,0.29287197231833906,-0.15378700499807765,0.05536332179930796,0.03254133025759323,0.05911572472126105,0.044844290657439445,-0.012056901191849288,-0.05536332179930796,-0.08882737408688965,-0.07972318339100345,0.186082276047674,-0.14769703960015382,0.07111111111111111,0.12456747404844293,-0.11374086889657825,-0.15378700499807765,-0.15378700499807765,-0.08421376393694734,0.012056901191849288,0.13588619761630144,0.024605920799692427,-0.09356401384083046,-0.13588619761630144,0.08421376393694734,0.07535563244905807,0.2364628988850442,-0.03254133025759323,-0.007443291041906958,-0.0629911572472126,0.40359861591695495,-0.03844675124951941,-0.09842368319876971,-0.012056901191849288,-0.05173394848135333
RS01_019,-0.008858131487889272,0.07535563244905807,0.012056901191849288,-0.1929104190695886,-0.10340638216070744,0.09842368319876971,0.22145328719723184,0.05911572472126105,-0.000984236831987697,0.06698961937716265,-0.04822760476739715,0.2599000384467512,0.002214532871972318,-0.029773164167627833,-0.010396001537870049,-0.2288965782391388,-0.09356401384083046,-0.006151480199923107,-0.08421376393694734,0.09842368319876971,-0.07972318339100345,0.1929104190695886,0.11374086889657825,0.19986159169550174,-0.13588619761630144,0.15378700499807765,0.11909265667051133,-0.15378700499807765,-0.019930795847750864,0.05536332179930796,0.2519646289888504,-0.1085121107266436,-0.03254133025759323,0.11374086889657825,0.13016532103037293,0.06698961937716265,0.019930795847750864,-0.03254133025759323,-0.11909265667051133,-0.05536332179930796,0.17937716262975778,-0.07535563244905807,0.13588619761630144,0.09356401384083046,-0.12456747404844293,-0.10340638216070744,-0.0629911572472126,-0.14769703960015382,-0.003014225297962322,0.08882737408688965,0.04822760476739715,-0.11374086889657825,-0.12456747404844293,0.14173010380622836,0.17279507881584008,0.22145328719723184,-0.002214532871972318,-0.029773164167627833,0.041584006151480196,0.3839138792772011,-0.044844290657439445,-0.09842368319876971,0.05911572472126105,-0.07972318339100345
RS01_020,-0.029773164167627833,0.041584006151480196,0.07972318339100345,-0.17937716262975778,-0.08882737408688965,0.05173394848135333,0.2288965782391388,0.13588619761630144,0.03844675124951941,-0.007443291041906958,-0.13016532103037293,0.1929104190695886,0.017777777777777778,-0.04822760476739715,0.0271280276816609,-0.1929104190695886,-0.029773164167627833,0.0271280276816609,-0.029773164167627833,0.0629911572472126,-0.13588619761630144,0.22145328719723184,0.09842368319876971,0.12456747404844293,-0.16633602460592078,0.14769703960015382,0.17279507881584008,-0.186082276047674,-0.05173394848135333,0.09842368319876971,0.22145328719723184,-0.11374086889657825,0.06698961937716265,0.044844290657439445,0.06698961937716265,0.024605920799692427,-0.01574778931180315,-0.03543252595155709,-0.09842368319876971,-0.10340638216070744,0.17279507881584008,-0.11909265667051133,0.044844290657439445,0.11374086889657825,-0.14173010380622836,-0.1085121107266436,-0.11909265667051133,-0.05173394848135333,0.0271280276816609,0.1085121107266436,0.03254133025759323,-0.12456747404844293,-0.17279507881584008,0.13016532103037293,0.16000000000000003,0.28444444444444444,-6.151480199923106e-05,-0.01384083044982699,0.041584006151480196,0.37425605536332185,-0.012056901191849288,-0.13588619761630144,0.03254133025759323,-0.0629911572472126
RS01_021,0.029773164167627833,0.006151480199923107,0.05536332179930796,-0.2069357939254133,-0.11374086889657825,-0.07972318339100345,0.14769703960015382,0.05536332179930796,0.041584006151480196,0.07535563244905807,-0.09356401384083046,0.2364628988850442,-0.0629911572472126,-0.1085121107266436,-0.0015378700499807767,-0.3188927335640138,-0.08882737408688965,-0.03844675124951941,-0.05536332179930796,0.01574778931180315,-0.024605920799692427,0.11909265667051133,0.22145328719723184,0.2364628988850442,-0.08882737408688965,0.09356401384083046,0.15378700499807765,-0.1929104190695886,-0.019930795847750864,0.022206843521722412,0.31009611687812383,-0.14769703960015382,0.03543252595155709,-0.01384083044982699,0.05173394848135333,0.029773164167627833,-0.03543252595155709,-0.07535563244905807,-0.12456747404844293,-0.07972318339100345,0.16633602460592078,-0.07111111111111111,0.03543252595155709,0.041584006151480196,-0.0629911572472126,-0.15378700499807765,-0.1085121107266436,-0.13588619761630144,0.03844675124951941,0.11909265667051133,0.17279507881584008,-0.07111111111111111,-0.13588619761630144,0.0629911572472126,0.05911572472126105,0.2288965782391388,-0.008858131487889272,-0.019930795847750864,0.022206843521722412,0.33685505574778934,-0.006151480199923107,-0.17279507881584008,-0.008858131487889272,0.03543252595155709
RS01_022,-0.05173394848135333,0.13016532103037293,-0.01574778931180315,-0.12456747404844293,-0.03254133025759323,0.2069357939254133,0.2679584775086506,-0.04822760476739715,0.019930795847750864,0.002214532871972318,0.05173394848135333,0.14769703960015382,-0.04822760476739715,0.022206843521722412,0.03543252595155709,-0.05173394848135333,0.03543252595155709,0.15378700499807765,-0.17279507881584008,-0.06698961937716265,-0.08421376393694734,0.31009611687812383,-0.1085121107266436,0.03254133025759323,-0.15378700499807765,0.16633602460592078,0.06698961937716265,0.09842368319876971,-0.012056901191849288,-0.029773164167627833,0.2364628988850442,0.08882737408688965,0.13588619761630144,0.06698961937716265,0.019930795847750864,0.11374086889657825,-0.1085121107266436,-0.029773164167627833,0.0271280276816609,0.15378700499807765,0.2288965782391388,-0.11374086889657825,0.017777777777777778,0.03254133025759323,-0.17937716262975778,-0.19986159169550174,0.07111111111111111,0.008858131487889272,-0.06698961937716265,0.007443291041906958,-0.000984236831987697,-0.04822760476739715,-0.19986159169550174,0.28444444444444444,0.22145328719723184,0.15378700499807765,0.07111111111111111,0.09356401384083046,-0.05173394848135333,0.15378700499807765,0.012056901191849288,-0.15378700499807765,0.0629911572472126,-0.14769703960015382
