reason,status,random_seed,input_sha256,input_files,config_hash,timestamp_utc,held_out_region,stack,model,calibration_fraction,n_repeats,mean_n_calibration,mean_n_test,target_class_counts_total,majority_class,majority_class_name,majority_fraction_total,mean_no_information_residual_test_oa,mean_no_information_residual_test_macro_f1,mean_baseline_oa,mean_calibrated_oa,mean_baseline_macro_f1,mean_calibrated_macro_f1,mean_baseline_minus_no_information_oa,mean_calibrated_minus_no_information_oa,mean_baseline_minus_no_information_macro_f1,mean_calibrated_minus_no_information_macro_f1,split_design_warning
,OK,42,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5;abac92866b1925ec132cd26273a3a34fcbf4601e45fa83a80cea0dd2d3692779;378a6622b63da95268df6f55726d743764e1a9eef5fe7a119431da0040b9e87f,config_fold3_teacher_vhr_repair_20260613.yaml;data/reference_samples_verified_622_public.csv;results/region_calibration_evidence/rubber_belt_region_specific_calibration_detail_20260613.csv,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,20260613T130008Z,johor_negeri_pahang_rubber_belt,B2,RandomForest,0.2,30,15.0,60.0,1:6|2:63|4:6,2,rubber,0.84,0.8333333333333334,0.30303030303030304,0.26944444444444443,0.3694444444444444,0.23777729586151927,0.27276620754463315,-0.5638888888888889,-0.4638888888888889,-0.06525300716878375,-0.030264095485669877,RANDOM_STRATIFIED_WITHIN_HELD_OUT_REGION_NOT_SPATIAL
,OK,42,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5;abac92866b1925ec132cd26273a3a34fcbf4601e45fa83a80cea0dd2d3692779;378a6622b63da95268df6f55726d743764e1a9eef5fe7a119431da0040b9e87f,config_fold3_teacher_vhr_repair_20260613.yaml;data/reference_samples_verified_622_public.csv;results/region_calibration_evidence/rubber_belt_region_specific_calibration_detail_20260613.csv,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,20260613T130008Z,johor_negeri_pahang_rubber_belt,B2,RandomForest,0.33,30,25.0,50.0,1:6|2:63|4:6,2,rubber,0.84,0.84,0.3043478260869565,0.26333333333333336,0.41000000000000003,0.23343478377894272,0.2768231330284055,-0.5766666666666667,-0.42999999999999994,-0.07091304230801374,-0.027524693058551007,RANDOM_STRATIFIED_WITHIN_HELD_OUT_REGION_NOT_SPATIAL
,OK,42,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5;abac92866b1925ec132cd26273a3a34fcbf4601e45fa83a80cea0dd2d3692779;378a6622b63da95268df6f55726d743764e1a9eef5fe7a119431da0040b9e87f,config_fold3_teacher_vhr_repair_20260613.yaml;data/reference_samples_verified_622_public.csv;results/region_calibration_evidence/rubber_belt_region_specific_calibration_detail_20260613.csv,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,20260613T130008Z,johor_negeri_pahang_rubber_belt,B2,RandomForest,0.5,30,38.0,37.0,1:6|2:63|4:6,2,rubber,0.84,0.8378378378378378,0.30392156862745096,0.2711711711711712,0.43963963963963965,0.23762845972422098,0.2684541233516263,-0.5666666666666667,-0.3981981981981982,-0.06629310890322998,-0.03546744527582466,RANDOM_STRATIFIED_WITHIN_HELD_OUT_REGION_NOT_SPATIAL
,OK,42,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5;abac92866b1925ec132cd26273a3a34fcbf4601e45fa83a80cea0dd2d3692779;378a6622b63da95268df6f55726d743764e1a9eef5fe7a119431da0040b9e87f,config_fold3_teacher_vhr_repair_20260613.yaml;data/reference_samples_verified_622_public.csv;results/region_calibration_evidence/rubber_belt_region_specific_calibration_detail_20260613.csv,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,20260613T130008Z,johor_negeri_pahang_rubber_belt,B3,RandomForest,0.2,30,15.0,60.0,1:6|2:63|4:6,2,rubber,0.84,0.8333333333333334,0.30303030303030304,0.27277777777777773,0.3777777777777777,0.25922839155349553,0.277468773472209,-0.5605555555555557,-0.4555555555555556,-0.0438019114768075,-0.02556152955809404,RANDOM_STRATIFIED_WITHIN_HELD_OUT_REGION_NOT_SPATIAL
,OK,42,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5;abac92866b1925ec132cd26273a3a34fcbf4601e45fa83a80cea0dd2d3692779;378a6622b63da95268df6f55726d743764e1a9eef5fe7a119431da0040b9e87f,config_fold3_teacher_vhr_repair_20260613.yaml;data/reference_samples_verified_622_public.csv;results/region_calibration_evidence/rubber_belt_region_specific_calibration_detail_20260613.csv,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,20260613T130008Z,johor_negeri_pahang_rubber_belt,B3,RandomForest,0.33,30,25.0,50.0,1:6|2:63|4:6,2,rubber,0.84,0.84,0.3043478260869565,0.266,0.42533333333333334,0.25475343320441357,0.2934005208669299,-0.574,-0.41466666666666663,-0.04959439288254293,-0.010947305220026604,RANDOM_STRATIFIED_WITHIN_HELD_OUT_REGION_NOT_SPATIAL
,OK,42,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5;abac92866b1925ec132cd26273a3a34fcbf4601e45fa83a80cea0dd2d3692779;378a6622b63da95268df6f55726d743764e1a9eef5fe7a119431da0040b9e87f,config_fold3_teacher_vhr_repair_20260613.yaml;data/reference_samples_verified_622_public.csv;results/region_calibration_evidence/rubber_belt_region_specific_calibration_detail_20260613.csv,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,20260613T130008Z,johor_negeri_pahang_rubber_belt,B3,RandomForest,0.5,30,38.0,37.0,1:6|2:63|4:6,2,rubber,0.84,0.8378378378378378,0.30392156862745096,0.2702702702702703,0.4495495495495495,0.25741788065108556,0.29183715274943967,-0.5675675675675677,-0.3882882882882883,-0.04650368797636538,-0.012084415878011305,RANDOM_STRATIFIED_WITHIN_HELD_OUT_REGION_NOT_SPATIAL
