timestamp,config_hash,input_files,random_seed,status,reason,train_count,calibration_count,test_count,block_distance_m,minimum_calibration_test_distance_m,zero_leakage_assertion,available_spatial_blocks,required_spatial_blocks,split_strategy,selected_test_cell_ids,selected_calibration_cell_ids,classes_retained_by_calibration,required_class_codes,required_class_codes_satisfied,required_class_codes_missing,split_score,candidate_sets_evaluated,candidate_search_truncated
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,verified_reference_samples,42,OK,,118,362,142,126783.51747145985,228997.11569357847,True,16,4,class_aware,88:5|88:4,90:1|90:2|89:2|91:1|89:1,1|2|3|4|5|6,1|2|3|4|5|6,1|2|3|4|5|6,,6|39|6|39|142|118|362,4216,True
