sample_id,longitude,latitude,map_url,second_reader_class_name,second_reader_confidence,imagery_source_used,imagery_date_visible,reviewer_initials,review_timestamp_utc,interpretation_notes
RS04_048,103.5145649,2.6875129,"https://www.google.com/maps/search/?api=1&query=2.6875129,103.5145649",,,,,,,
RS04_049,103.6931086,1.8082472,"https://www.google.com/maps/search/?api=1&query=1.8082472,103.6931086",,,,,,,
RS04_050,102.6506896,2.0347762,"https://www.google.com/maps/search/?api=1&query=2.0347762,102.6506896",,,,,,,
RS04_051,102.4471455,2.305476,"https://www.google.com/maps/search/?api=1&query=2.305476,102.4471455",,,,,,,
RS04_052,103.5743784,1.7336671,"https://www.google.com/maps/search/?api=1&query=1.7336671,103.5743784",,,,,,,
BCF_001,100.9330635,5.1771422,"https://www.google.com/maps/search/?api=1&query=5.1771422,100.9330635",,,,,,,
BCF_002,100.8048493,5.41844,"https://www.google.com/maps/search/?api=1&query=5.41844,100.8048493",,,,,,,
BCF_003,100.6476605,5.3637967,"https://www.google.com/maps/search/?api=1&query=5.3637967,100.6476605",,,,,,,
BCF_004,100.5267296,6.3789524,"https://www.google.com/maps/search/?api=1&query=6.3789524,100.5267296",,,,,,,
BCF_005,100.8318804,5.2432941,"https://www.google.com/maps/search/?api=1&query=5.2432941,100.8318804",,,,,,,
BCF_006,100.9408872,6.0937675,"https://www.google.com/maps/search/?api=1&query=6.0937675,100.9408872",,,,,,,
BCF_007,100.9434841,5.988865,"https://www.google.com/maps/search/?api=1&query=5.988865,100.9434841",,,,,,,
BCF_008,100.8526724,5.8121014,"https://www.google.com/maps/search/?api=1&query=5.8121014,100.8526724",,,,,,,
BCF_009,100.6507529,5.3348247,"https://www.google.com/maps/search/?api=1&query=5.3348247,100.6507529",,,,,,,
BCF_010,100.9773344,6.2120952,"https://www.google.com/maps/search/?api=1&query=6.2120952,100.9773344",,,,,,,
BCF_011,100.9287916,6.0126432,"https://www.google.com/maps/search/?api=1&query=6.0126432,100.9287916",,,,,,,
BCF_012,100.5844817,5.2117504,"https://www.google.com/maps/search/?api=1&query=5.2117504,100.5844817",,,,,,,
BCF_013,100.8533137,6.3316138,"https://www.google.com/maps/search/?api=1&query=6.3316138,100.8533137",,,,,,,
BCF_014,100.8304302,5.9334875,"https://www.google.com/maps/search/?api=1&query=5.9334875,100.8304302",,,,,,,
