sample_id,dw_entropy,dw_margin,dw_max_probability,dw_entropy_full_8class,dw_margin_full_8class,dw_max_probability_full_8class,dw_entropy_partial_5class,dw_margin_partial_5class,dw_max_probability_partial_5class,dw_water,dw_trees,dw_flooded_vegetation,dw_crops,dw_built,fdp_palm_probability_2023,fdp_rubber_probability_2023,screening_score,active_score
BCB_013,,,,,,,0.3456493866099647,0.7253339999999999,0.754396,0.027723,0.029062,0.024338,0.028591,0.754396,0.0,0.0,,7.0
BCB_014,,,,,,,0.5146640101029129,0.586485,0.647518,0.036425,0.051864,0.034418,0.061033,0.647518,0.580392,0.0,,7.0
BCB_015,,,,,,,0.4068148922054103,0.662347,0.719328,0.027499,0.056981,0.023816,0.029997,0.719328,0.270588,0.0,,6.0
BCB_016,,,,,,,0.402263153962949,0.662828,0.714496,0.051668,0.030677,0.024996,0.026559,0.714496,0.0,0.0,,5.0
BCB_017,,,,,,,0.3944679582168746,0.6682710000000001,0.711959,0.024794,0.038062,0.02232,0.043688,0.711959,0.0,0.0,,5.0
BCB_018,,,,,,,0.45189923859161096,0.649672,0.698404,0.037173,0.048732,0.030812,0.039776,0.698404,0.709804,0.0,,5.0
BCB_019,,,,,,,0.6352264080796941,0.44417,0.562998,0.050847,0.118828,0.043901,0.043222,0.562998,0.007843,0.0,,5.0
BCB_020,,,,,,,0.6933010857909003,0.43656700000000004,0.538922,0.102355,0.058953,0.040272,0.091381,0.538922,0.121569,0.0,,5.0
BCB_021,,,,,,,0.6623048891396136,0.378316,0.46802,0.063849,0.032281,0.043618,0.089704,0.46802,0.0,0.0,,5.0
BCB_022,,,,,,,0.6765543607373675,0.39018300000000006,0.522584,0.048091,0.060465,0.039751,0.132401,0.522584,0.0,0.0,,5.0
BCB_023,,,,,,,0.8174618957769234,0.16871500000000003,0.361204,0.065838,0.063332,0.052466,0.192489,0.361204,0.007843,0.0,,5.0
BCB_024,,,,,,,0.5930849925612421,0.502682,0.593664,0.035956,0.090982,0.03365,0.069066,0.593664,0.376471,0.023529,,4.0
BCB_025,,,,,,,0.6894847811628337,0.40742399999999995,0.528025,0.04287,0.120601,0.043346,0.084754,0.528025,0.603922,0.0,,4.0
BCB_026,,,,,,,0.5377099639747283,0.530656,0.59456,0.033695,0.047706,0.03801,0.063904,0.59456,0.019608,0.0,,4.0
BCB_027,,,,,,,0.5965368854010153,0.47408700000000004,0.552891,0.03323,0.078804,0.033241,0.069876,0.552891,0.47451,0.0,,4.0
BCB_028,,,,,,,0.5997015426291599,0.46163899999999997,0.575722,0.032844,0.114083,0.032664,0.057068,0.575722,0.870588,0.007843,,4.0
BCB_029,,,,,,,0.6505649984028212,0.358255,0.545774,0.038544,0.187519,0.039654,0.040912,0.545774,0.086275,0.0,,4.0
BCB_031,,,,,,,0.464688705789501,0.623768,0.681916,0.031736,0.058148,0.031565,0.040258,0.681916,0.0,0.0,,4.0
RS06_001,0.4784268589574623,0.703074,0.740651,0.4784268589574623,0.703074,0.740651,0.3821533722477764,0.7040909999999999,0.740651,0.032321,0.035099,0.02242,0.03656,0.740651,0.0,0.0,5.0,
RS06_002,0.9064417553157016,0.133292,0.295334,0.9064417553157016,0.133292,0.295334,0.8397245978613476,0.133292,0.295334,0.047414,0.095817,0.038555,0.162042,0.295334,0.0,0.0,5.0,
RS06_003,0.6135836731944988,0.570501,0.647714,0.6135836731944988,0.570501,0.647714,0.56803709998408,0.570501,0.647714,0.077213,0.063968,0.049251,0.033339,0.647714,,,5.0,
RS06_004,0.5265802753364665,0.659155,0.710053,0.5265802753364665,0.659155,0.710053,0.4285261312702163,0.6674370000000001,0.710053,0.042616,0.034084,0.033907,0.034468,0.710053,0.0,0.0,5.0,
RS06_005,0.6759197935268108,0.500413,0.584612,0.6759197935268108,0.500413,0.584612,0.6029577846102115,0.500413,0.584612,0.041636,0.084199,0.034305,0.070812,0.584612,0.003922,0.0,5.0,
RS06_006,0.5288955418798414,0.662184,0.706295,0.5288955418798414,0.662184,0.706295,0.4165425355509856,0.665757,0.706295,0.036681,0.036071,0.025007,0.040538,0.706295,0.0,0.0,5.0,
RS06_007,0.5621502426594788,0.614161,0.683573,0.5621502426594788,0.614161,0.683573,0.4980257098188036,0.614161,0.683573,0.069412,0.039633,0.039145,0.035561,0.683573,,,5.0,
RS06_008,0.4652871398908246,0.7094039999999999,0.747891,0.4652871398908246,0.7094039999999999,0.747891,0.35968577505574745,0.7163499999999999,0.747891,0.030583,0.031541,0.02393,0.029651,0.747891,,,5.0,
RS06_009,0.8844123764502233,0.143916,0.335769,0.8844123764502233,0.143916,0.335769,0.7949174964331698,0.25653499999999996,0.335769,0.079234,0.05746,0.057148,0.062002,0.335769,,,5.0,
RS06_010,0.4504622491397273,0.7171280000000001,0.754133,0.4504622491397273,0.7171280000000001,0.754133,0.32757311021430036,0.724744,0.754133,0.022416,0.029389,0.022852,0.026652,0.754133,0.0,0.0,5.0,
RS06_011,0.5088116460821978,0.6779219999999999,0.720343,0.5088116460821978,0.6779219999999999,0.720343,0.4106891447496023,0.6779219999999999,0.720343,0.042421,0.031548,0.029928,0.033654,0.720343,0.0,0.0,5.0,
RS06_012,0.6619766212203311,0.524147,0.599789,0.6619766212203311,0.524147,0.599789,0.5233504452351317,0.552185,0.599789,0.047604,0.041761,0.040661,0.043206,0.599789,0.0,0.0,5.0,
RS06_013,0.4873935270792316,0.694009,0.736953,0.4873935270792316,0.694009,0.736953,0.3830227034306987,0.698824,0.736953,0.038129,0.027978,0.024946,0.03507,0.736953,0.0,0.0,5.0,
RS06_014,0.5887399507213713,0.599047,0.666843,0.5887399507213713,0.599047,0.666843,0.47229811034573993,0.616016,0.666843,0.050827,0.034734,0.032129,0.043726,0.666843,,,5.0,
RS06_015,0.552930532081217,0.638925,0.689932,0.552930532081217,0.638925,0.689932,0.45339209555908366,0.638925,0.689932,0.034271,0.051007,0.034112,0.036207,0.689932,0.047059,0.0,5.0,
RS06_016,0.708640614993521,0.481813,0.562218,0.708640614993521,0.481813,0.562218,0.6261534212089384,0.481813,0.562218,0.054226,0.080405,0.035563,0.067231,0.562218,0.0,0.0,5.0,
RS06_017,0.5001936877980483,0.673982,0.723673,0.5001936877980483,0.673982,0.723673,0.35772785408587393,0.689087,0.723673,0.027667,0.025703,0.023292,0.034586,0.723673,0.0,0.0,5.0,
RS06_018,0.5816962301053432,0.573777,0.65743,0.5816962301053432,0.573777,0.65743,0.5143334950475865,0.573777,0.65743,0.083653,0.044818,0.028941,0.034768,0.65743,0.0,0.0,5.0,
RS06_019,0.5690215029895952,0.62928,0.677426,0.5690215029895952,0.62928,0.677426,0.4671343312314136,0.6293869999999999,0.677426,0.03311,0.041969,0.037258,0.048039,0.677426,0.0,0.0,5.0,
RS06_020,0.5757099694312423,0.592533,0.666793,0.5757099694312423,0.592533,0.666793,0.3970315404497788,0.624416,0.666793,0.031747,0.021614,0.0259,0.042377,0.666793,0.0,0.0,5.0,
RS06_021,0.5108004855722006,0.672708,0.712395,0.5108004855722006,0.672708,0.712395,0.4004628091780557,0.67271,0.712395,0.032179,0.029526,0.029162,0.039685,0.712395,0.0,0.0,5.0,
RS06_022,0.6743494643206326,0.466574,0.577199,0.6743494643206326,0.466574,0.577199,0.617927776395424,0.46657400000000004,0.577199,0.110625,0.045551,0.045719,0.043416,0.577199,,,5.0,
RS06_023,0.6673274733333022,0.538117,0.599978,0.6673274733333022,0.538117,0.599978,0.5674790015152309,0.538117,0.599978,0.061861,0.055503,0.036741,0.049685,0.599978,,,5.0,
RS06_024,0.6604350856233143,0.390297,0.564036,0.6604350856233143,0.390297,0.564036,0.6114521754290041,0.390297,0.564036,0.173739,0.032398,0.03446,0.03567,0.564036,0.0,0.0,5.0,
RS06_025,0.6986887102457741,0.401926,0.548504,0.6986887102457741,0.401926,0.548504,0.6473979020112516,0.401926,0.548504,0.042055,0.146578,0.034946,0.053771,0.548504,0.0,0.0,5.0,
RS06_026,0.4631822577122279,0.708715,0.744175,0.4631822577122279,0.708715,0.744175,0.34873521273814034,0.71291,0.744175,0.031265,0.025294,0.02484,0.028378,0.744175,0.0,0.0,5.0,
RS06_027,0.4853642924362014,0.6972320000000001,0.736689,0.4853642924362014,0.6972320000000001,0.736689,0.3968812151926456,0.6972320000000001,0.736689,0.031763,0.039457,0.029116,0.032657,0.736689,0.0,0.0,5.0,
RS06_028,0.539382768389542,0.657849,0.703621,0.539382768389542,0.657849,0.703621,0.46127390426636483,0.657849,0.703621,0.043643,0.045772,0.036514,0.036759,0.703621,,,5.0,
RS06_029,0.6478224248870407,0.54547,0.606739,0.6478224248870407,0.54547,0.606739,0.5584449585269495,0.545624,0.606739,0.048311,0.061115,0.035221,0.05531,0.606739,,,5.0,
RS06_030,0.4616345337949638,0.711306,0.748936,0.4616345337949638,0.711306,0.748936,0.3529713430300083,0.716611,0.748936,0.032325,0.026171,0.025236,0.02881,0.748936,0.0,0.0,5.0,
RS06_031,0.6225222357639124,0.5649090000000001,0.621446,0.6225222357639124,0.5649090000000001,0.621446,0.5015643988977726,0.5722050000000001,0.621446,0.036186,0.044861,0.036401,0.049241,0.621446,0.0,0.0,5.0,
RS06_032,0.4680208198802472,0.7058989999999999,0.746552,0.4680208198802472,0.7058989999999999,0.746552,0.36507610586102285,0.711991,0.746552,0.028349,0.034561,0.025981,0.029288,0.746552,0.003922,0.0,5.0,
RS06_033,0.7928696133725224,0.383919,0.4837,0.7928696133725224,0.383919,0.4837,0.7276159929907142,0.383919,0.4837,0.078591,0.099781,0.056629,0.055859,0.4837,,,5.0,
RS06_034,0.792258630996829,0.350754,0.462616,0.792258630996829,0.350754,0.462616,0.6750434053983411,0.376772,0.462616,0.036575,0.085844,0.041713,0.071399,0.462616,0.007843,0.0,5.0,
RS06_035,0.5953199099793384,0.5653969999999999,0.646458,0.5953199099793384,0.5653969999999999,0.646458,0.5463714427233323,0.5653969999999999,0.646458,0.081061,0.050859,0.033487,0.04279,0.646458,0.0,0.0,5.0,
RS06_036,0.4916030376018563,0.681431,0.729818,0.4916030376018563,0.681431,0.729818,0.37725325125769443,0.695808,0.729818,0.03401,0.028775,0.027866,0.030808,0.729818,0.0,0.0,5.0,
RS06_037,0.6117263518117698,0.544813,0.636671,0.6117263518117698,0.544813,0.636671,0.4880484625412114,0.583736,0.636671,0.052935,0.040019,0.029761,0.040786,0.636671,0.0,0.0,3.0,
RS06_038,0.8049530671693258,0.258536,0.418032,0.8049530671693258,0.258536,0.418032,0.767740230386022,0.258536,0.418032,0.038519,0.1233,0.033185,0.159496,0.418032,0.552941,0.0,3.0,
RS06_039,0.691885868372241,0.374096,0.543108,0.691885868372241,0.374096,0.543108,0.6471623558429755,0.37409600000000004,0.543108,0.033269,0.169012,0.040653,0.047389,0.543108,0.231373,0.0,3.0,
RS06_040,0.7629399641191865,0.296458,0.469945,0.7629399641191865,0.296458,0.469945,0.7219282764531976,0.296458,0.469945,0.047235,0.173487,0.03592,0.068534,0.469945,0.0,0.0,3.0,
RS06_041,0.5341594574146222,0.619052,0.701064,0.5341594574146222,0.619052,0.701064,0.46567427080115714,0.619052,0.701064,0.026493,0.082012,0.02846,0.036613,0.701064,,,3.0,
RS06_042,0.5989645494984908,0.6014470000000001,0.658595,0.5989645494984908,0.6014470000000001,0.658595,0.5179787148273097,0.6014470000000001,0.658595,0.057148,0.055647,0.03675,0.038755,0.658595,0.0,0.0,3.0,
RS06_043,0.7328943658335761,0.44084,0.53376,0.7328943658335761,0.44084,0.53376,0.6393854639577938,0.44084,0.53376,0.038629,0.09292,0.044499,0.063134,0.53376,,,3.0,
RS06_044,0.5125948586597676,0.6600309999999999,0.713347,0.5125948586597676,0.6600309999999999,0.713347,0.43161427652017076,0.6600309999999999,0.713347,0.029825,0.053316,0.030671,0.035222,0.713347,0.0,0.0,3.0,
RS06_045,0.5760296030768262,0.600352,0.664975,0.5760296030768262,0.600352,0.664975,0.44096247019889945,0.619053,0.664975,0.045922,0.037282,0.026527,0.033584,0.664975,,,3.0,
TJ01_048,,,,,,,0.8149692664957753,0.25404400000000005,0.410438,0.06229,0.125846,0.044257,0.156394,0.410438,0.780392,0.0,,4.0
TJ01_049,,,,,,,0.7670937714926526,0.282003,0.446016,0.049111,0.093914,0.044381,0.164013,0.446016,0.462745,0.0,,4.0
TJ01_050,,,,,,,0.8455306051459169,0.11194599999999999,0.264082,0.04635,0.066172,0.04485,0.152136,0.264082,0.152941,0.0,,4.0
TJ02_026,,,,,,,0.7253789956290887,0.222218,0.385309,0.03719,0.047403,0.036048,0.163091,0.385309,0.035294,0.0,,5.0
TJ05_011,,,,,,,0.9168137658158032,0.085725,0.267366,0.078237,0.177323,0.056357,0.181641,0.267366,0.0,0.0,,4.0
TJ05_013,,,,,,,0.8387285984151328,0.131911,0.332326,0.041969,0.146078,0.04249,0.200415,0.332326,0.25098,0.0,,4.0
TJ05_015,,,,,,,0.8049410902340004,0.11171399999999998,0.253775,0.036964,0.045267,0.036827,0.142061,0.253775,0.007843,0.0,,4.0
TJ05_026,,,,,,,0.9073521153635487,0.08060600000000001,0.278335,0.105038,0.111711,0.048246,0.197729,0.278335,0.482353,0.0,,3.0
