timestamp_utc,config_hash,random_seed,source_file,stack,model,split,empirical_coverage,average_set_size,classes_retained_count,average_set_size_fraction_of_classes,interpretation
20260613T071959Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,42,results/active_q25_rerun/table7_conformal.csv,B2,RandomForest,random,0.904,1.784,6,0.29733333333333334,low informativeness if spatial average set size approaches retained class count
20260613T071959Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,42,results/active_q25_rerun/table7_conformal.csv,B2,RandomForest,spatial,0.9859154929577465,5.619718309859155,6,0.9366197183098591,low informativeness if spatial average set size approaches retained class count
20260613T071959Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,42,results/active_q25_rerun/table7_conformal.csv,B3,RandomForest,random,0.872,1.648,6,0.27466666666666667,low informativeness if spatial average set size approaches retained class count
20260613T071959Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,42,results/active_q25_rerun/table7_conformal.csv,B3,RandomForest,spatial,0.9859154929577465,5.647887323943662,6,0.9413145539906104,low informativeness if spatial average set size approaches retained class count
