timestamp_utc,config_hash,random_seed,source_file,held_out_region,stack,model,OA,macro_F1,n_train,n_test
20260613T071959Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,42,results/active_q25_rerun/table10_leave_region_out_transfer.csv,johor_negeri_pahang_rubber_belt,B2,RandomForest,0.22666666666666666,0.2173817173817174,547,75
20260613T071959Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,42,results/active_q25_rerun/table10_leave_region_out_transfer.csv,johor_negeri_pahang_rubber_belt,B3,RandomForest,0.26666666666666666,0.2596825396825397,547,75
