timestamp,config_hash,input_files,random_seed,status,reason,stack,model,split,fold,variable,morans_i,n_samples,distance_threshold_m
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,RandomForest,spatial,2,incorrect,-0.007471308712927485,139,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,RandomForest,spatial,3,incorrect,0.027697926601074025,219,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,RandomForest,spatial,4,incorrect,0.053441368860871905,140,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,XGBoost,random,1,incorrect,-0.005996872349448657,156,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,XGBoost,random,2,incorrect,-0.00408285721739582,156,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,XGBoost,random,3,incorrect,0.0031255745541460224,155,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,XGBoost,random,4,incorrect,0.0011941018222425704,155,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,XGBoost,spatial,1,incorrect,0.0034925142940057385,124,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,XGBoost,spatial,2,incorrect,-0.010187883366610943,139,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,XGBoost,spatial,3,incorrect,0.023627409764261476,219,126783.51747145985
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,results/active_q25_rerun/predictions_by_fold.csv,42,OK,,B3,XGBoost,spatial,4,incorrect,0.10906825789073664,140,126783.51747145985
