timestamp,config_hash,input_files,random_seed,status,reason,total_rows,verified_rows
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv,42,OK,,622,622
