timestamp,config_hash,input_files,random_seed,status,reason,bbox
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,D:/Moved_From_C_2026-06-12/Users/m1761/Documents/New project/config_fold3_teacher_vhr_repair_20260613.yaml,42,OK,,"[99.6404969, 1.1956685, 104.7512029, 6.726082]"
