timestamp,config_hash,input_files,random_seed,status,reason,train_count,calibration_count,test_count,block_distance_m,minimum_calibration_test_distance_m,zero_leakage_assertion,available_spatial_blocks,required_spatial_blocks,split_strategy,selected_test_cell_ids,selected_calibration_cell_ids,classes_retained_by_calibration,required_class_codes,required_class_codes_satisfied,required_class_codes_missing,split_score,candidate_sets_evaluated,candidate_search_truncated
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,verified_reference_samples,42,OK,,104,289,116,158475.67167120945,173067.403188736,True,17,4,class_aware,70:4|71:4,72:1|71:1|71:2|72:2|73:1|70:2,1|4|5|6,1|2|3|4|5|6,1|4|5|6,2|3,4|39|4|39|70|90|289,3260,True
