timestamp,config_hash,input_files,random_seed,status,reason,bbox
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\config\config_adjudicated_sensitivity_20260618.yaml,42,OK,,"[99.6404969, 1.1956685, 104.7512029, 6.726082]"
