timestamp,config_hash,input_files,random_seed,status,reason,stack,model,split,fold,variable,morans_i,n_samples,distance_threshold_m
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B2,XGBoost,random,4,incorrect,-0.006928921700041689,127,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B2,XGBoost,spatial,2,incorrect,-0.09999999999999999,15,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B2,XGBoost,spatial,3,incorrect,-0.0009559981994148559,179,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B2,XGBoost,spatial,4,incorrect,-0.030303030303030304,16,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,RandomForest,random,1,incorrect,0.01142438098197756,128,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,RandomForest,random,2,incorrect,-0.012288919263791826,127,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,RandomForest,random,3,incorrect,-0.015133141004365736,127,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,RandomForest,random,4,incorrect,-0.016616608704816096,127,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,RandomForest,spatial,2,incorrect,-0.09999999999999999,15,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,RandomForest,spatial,3,incorrect,0.01053744784935895,179,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,RandomForest,spatial,4,incorrect,0.06666666666666668,16,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,XGBoost,random,1,incorrect,0.003793165088877608,128,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,XGBoost,random,2,incorrect,0.0020720201975461513,127,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,XGBoost,random,3,incorrect,-0.018014801597029433,127,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,XGBoost,random,4,incorrect,0.0029133456467599923,127,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,XGBoost,spatial,2,incorrect,-0.09999999999999999,15,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,XGBoost,spatial,3,incorrect,0.003461303495064417,179,158475.67167120945
20260618T153855Z,2669ca471fe766df3b3392c7d3416b47e081e412214a4c36dca25c8f8ce306a1,C:\Users\m1761\Documents\New project\IJRS_ADJUDICATED_SENSITIVITY_20260618\results\adjudicated_sensitivity_20260618\predictions_by_fold.csv,42,OK,,B3,XGBoost,spatial,4,incorrect,-0.1272727272727273,16,158475.67167120945
